#Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	NCBI gene accession
ENSG00000107371	9	37766978	37801437	EXOSC3
ENSG00000120699	13	36998816	37009614	EXOSC8
ENSG00000188107	6	63719980	65707226	EYS
ENSG00000092820	6	158765741	158819368	EZR
ENSG00000103089	16	74712955	74774831	FA2H
ENSG00000168040	11	70203163	70207390	FADD
ENSG00000134824	11	61792980	61867354	FADS2
ENSG00000166801	11	59142748	59155039	FAM111A
ENSG00000122591	7	22889371	23014130	FAM126A
ENSG00000138640	4	88725955	89111398	FAM13A
ENSG00000170264	2	61824848	61854143	FAM161A
ENSG00000108950	17	68535113	68601367	FAM20A
ENSG00000177706	7	192571	260772	FAM20C
ENSG00000281429	CHR_HSCHR7_1_CTG1	196274	199037	FAM20C
ENSG00000282147	CHR_HSCHR7_2_CTG1	195290	199896	FAM20C
ENSG00000288499	CHR_HG1309_PATCH	212160	279890	FAM20C
ENSG00000189319	10	124619292	124744378	FAM53B
ENSG00000273889	CHR_HSCHR8_3_CTG7	143710940	143720808	FAM83H
ENSG00000180921	8	143723933	143738234	FAM83H
ENSG00000198690	15	30890559	30943108	FAN1
ENSG00000276787	CHR_HSCHR15_4_CTG8	31055318	31094547	FAN1
ENSG00000140525	15	89243949	89317261	FANCI
ENSG00000115392	2	58159243	58241372	FANCL
ENSG00000187790	14	45135930	45200890	FANCM
ENSG00000006607	2	241356285	241494841	FARP2
ENSG00000145982	6	5261044	5829192	FARS2
ENSG00000164896	7	151076593	151080866	FASTK
ENSG00000118246	2	206765357	206796189	FASTKD2
ENSG00000196159	4	125316399	125492932	FAT4
ENSG00000140092	14	91869412	91947987	FBLN5
ENSG00000099364	16	30923055	30948783	FBXL19
ENSG00000005812	13	76992598	77027195	FBXL3
ENSG00000112234	6	98868535	98948006	FBXL4
ENSG00000138081	2	47789316	47905793	FBXO11
ENSG00000174013	3	196568611	196589059	FBXO45
ENSG00000100225	22	32474676	32498829	FBXO7
ENSG00000109670	4	152320544	152536092	FBXW7
ENSG00000143226	1	161505430	161524013	FCGR2C
ENSG00000142748	1	27369112	27374824	FCN3
ENSG00000160856	1	157674321	157700769	FCRL3
ENSG00000101311	20	6074845	6123544	FERMT1
ENSG00000149781	11	64206678	64223886	FERMT3
ENSG00000163497	2	218981087	218985184	FEV
ENSG00000149557	11	125442881	125592568	FEZ1
ENSG00000128610	7	122301303	122310691	FEZF1
ENSG00000139132	12	32399529	32646050	FGD4
ENSG00000154783	3	14810853	14934571	FGD5
ENSG00000158815	8	22042398	22048809	FGF17
ENSG00000162344	11	69698238	69704022	FGF19
ENSG00000078579	8	16992181	17002345	FGF20
ENSG00000105550	19	48755524	48758333	FGF21
ENSG00000118972	12	4368227	4379712	FGF23
ENSG00000111790	12	26938470	26966650	FGFR1OP2
ENSG00000127418	4	1009936	1026898	FGFRL1
ENSG00000112367	6	109691312	109825428	FIG4
ENSG00000145216	4	53377641	53460862	FIP1L1
ENSG00000141756	17	41812680	41823213	FKBP10
ENSG00000106080	7	30010587	30026702	FKBP14
ENSG00000204315	6	32128707	32130288	FKBPL
ENSG00000223666	CHR_HSCHR6_MHC_MCF_CTG1	32205134	32206718	FKBPL
ENSG00000224200	CHR_HSCHR6_MHC_DBB_CTG1	32104478	32106062	FKBPL
ENSG00000230907	CHR_HSCHR6_MHC_COX_CTG1	32077157	32078741	FKBPL
ENSG00000181027	19	46746046	46776988	FKRP
ENSG00000154803	17	17212212	17237188	FLCN
ENSG00000162769	1	212858275	212899363	FLVCR1
ENSG00000119686	14	75578620	75663214	FLVCR2
ENSG00000155816	1	240014348	240475187	FMN2
ENSG00000075420	3	172039578	172401669	FNDC3B
ENSG00000187140	1	63322567	63325128	FOXD3
ENSG00000160973	8	144473412	144475849	FOXH1
ENSG00000114861	3	70952817	71583993	FOXP1
ENSG00000128573	7	114086327	114693772	FOXP2
ENSG0000004976849250438	49270477	FOXP3
ENSG00000137166	6	41546426	41602384	FOXP4
ENSG00000164379	6	1312098	1314758	FOXQ1
ENSG00000110074	11	126269055	126278131	FOXRED1
ENSG00000138759	4	78057323	78544269	FRAS1
ENSG00000164946	9	14734666	14910995	FREM1
ENSG00000150893	13	38687077	38887131	FREM2
ENSG00000183090	4	143577302	143700675	FREM3
ENSG00000166225	12	69470349	69579789	FRS2
ENSG00000186765	17	81528396	81537130	FSCN2
ENSG00000105255	19	4304598	4323843	FSD1
ENSG00000134363	5	53480626	53487134	FST
ENSG00000163430	3	120392293	120450993	FSTL1
ENSG00000281775	CHR_HSCHR21_5_CTG2	46142109	46155567	FTCD
ENSG00000160282	21	46136262	46155579	FTCD
ENSG00000140718	16	53701692	54158512	FTO
ENSG0000006843848476021	48486364	FTSJ1
ENSG00000162613	1	77944055	77979110	FUBP1
ENSG00000010361	19	49806866	49817376	FUZ
ENSG00000266964	19	35138808	35143109	FXYD1
ENSG00000089356	19	35115879	35124324	FXYD3
ENSG00000104290	8	28494205	28574267	FZD3
ENSG00000174804	11	86945679	86955395	FZD4
ENSG00000138757	4	75642782	75724525	G3BP2
ENSG00000141349	17	44070735	44076344	G6PC3
ENSG00000033327	11	78215293	78418348	GAB2
ENSG00000170296	17	7240008	7242449	GABARAP
ENSG00000136928	9	98288109	98708935	GABBR2
ENSG00000144644	3	30726200	30894765	GADL1
ENSG00000069482	11	68683779	68691175	GAL
ENSG00000119514	9	98807670	98850081	GALNT12
ENSG00000182687	17	76074781	76077537	GALR2
ENSG00000128310	22	37823382	37825485	GALR3
ENSG00000261609	16	81314966	81380198	GAN
ENSG00000109534	4	109815510	109824740	GAR1
ENSG00000185340	22	29306582	29312785	GAS2L1
ENSG00000007237	17	9910609	10198551	GAS7
ENSG00000130700	20	62463497	62475995	GATA5
ENSG00000157259	7	92447482	92460075	GATAD1
ENSG00000261992	CHR_HSCHR1_1_CTG31	153821956	153845579	GATAD2B
ENSG00000143614	1	153789030	153923360	GATAD2B
ENSG00000070610	9	35736866	35749228	GBA2
ENSG00000124827	6	10873223	10882041	GCM2
ENSG00000104381	8	74321130	74488872	GDAP1
ENSG00000006007	16	19501693	19522123	GDE1
ENSG00000130513	19	18374731	18389176	GDF15
ENSG00000184344	12	7689784	7695775	GDF3
ENSG00000125965	20	35433347	35454746	GDF5
ENSG00000156466	8	96142333	96160806	GDF6
ENSG00000179409	17	744421	753999	GEMIN4
ENSG00000178295	2	17753858	17788946	GEN1
ENSG00000165702	9	132944000	132991687	GFI1B
ENSG00000168827	3	158644278	158692575	GFM1
ENSG00000137563	8	63015079	63038806	GGH
ENSG00000149435	20	23985050	23988779	GGTLC1
ENSG00000157017	3	10285666	10292947	GHRL
ENSG00000179855	19	3585478	3593541	GIPC3
ENSG00000108262	17	29573469	29594054	GIT1
ENSG00000189433	1	34759740	34762327	GJB4
ENSG00000121742	13	20221962	20232365	GJB6
ENSG00000198835	1	228149930	228159826	GJC2
ENSG00000159248	15	34751032	34754998	GJD2
ENSG00000203733	6	142133090	142135151	GJE1
ENSG00000169605	2	68974573	68980980	GKN1
ENSG00000126603	16	4314761	4339597	GLIS2
ENSG00000274636	CHR_HSCHR16_3_CTG1	4314761	4339597	GLIS2
ENSG00000107249	9	3824127	4348392	GLIS3
ENSG00000174842	1	92246402	92298987	GLMN
ENSG00000182512	14	95533503	95544724	GLRX5
ENSG00000016864	3	52694488	52706032	GLT8D1
ENSG00000149124	11	58640426	58731974	GLYAT
ENSG00000168237	3	52287089	52295257	GLYCTK
ENSG00000089639	19	19629476	19643657	GMIP
ENSG00000112312	6	24774931	24786099	GMNN
ENSG00000144591	2	219498867	219506989	GMPPA
ENSG00000173540	3	49716844	49723951	GMPPB
ENSG00000185838	22	19783223	19854939	GNB1L
ENSG00000114450	3	179396088	179451476	GNB4
ENSG00000159921	9	36214441	36277056	GNE
ENSG00000124713	6	42960754	42963880	GNMT
ENSG00000116906	1	231241207	231277973	GNPAT
ENSG00000163281	4	44682200	44726588	GNPDA2
ENSG00000111670	12	101745499	101830959	GNPTAB
ENSG00000090581	16	1351931	1364113	GNPTG
ENSG00000120370	1	170532129	170553446	GORAB
ENSG00000108433	17	46923075	46975524	GOSR2
ENSG00000213420	7	100169606	100177381	GPC2
ENSG00000183098	13	93226807	94408020	GPC6
ENSG00000125772	20	5544439	5611006	GPCPD1
ENSG00000152642	3	32105689	32168713	GPD1L
ENSG00000171723	14	66507407	67181803	GPHN
ENSG00000136235	7	23235967	23275108	GPNMB
ENSG00000165370137027447	137033847	GPR101
ENSG000001018509725346	9786297	GPR143
ENSG00000178015	5	95620087	95622142	GPR150
ENSG00000143147	1	168079543	168137667	GPR161
ENSG00000277399	17	38325530	38343847	GPR179
ENSG00000276469	CHR_HSCHR17_7_CTG4	38126026	38144226	GPR179
ENSG00000102195151176584	151181465	GPR50
ENSG00000203737	1	174447964	174449545	GPR52
ENSG00000155269	4	8558725	8619761	GPR78
ENSG00000013588	12	12890782	12917937	GPRC5A
ENSG00000111291	12	12940775	12952147	GPRC5D
ENSG00000204175	10	46549044	46555530	GPRIN2
ENSG00000121957	1	108875350	108934545	GPSM2
ENSG00000198704	6	28503296	28528215	GPX6
ENSG00000281185	CHR_HSCHR6_MHC_COX_CTG1	28510773	28515743	GPX6
ENSG00000196208	2	11482341	11642788	GREB1
ENSG00000166923	15	32718004	32745106	GREM1
ENSG00000276886	CHR_HSCHR15_4_CTG8	32798311	32814964	GREM1
ENSG00000282046	CHR_HSCHR15_6_CTG8	32248744	32275846	GREM1
ENSG00000158055	1	24319322	24364482	GRHL3
ENSG00000137106	9	37422666	37436990	GRHPR
ENSG00000198785	9	101569352	101738647	GRIN3A
ENSG00000155974	12	66347431	67069162	GRIP1
ENSG00000185974	13	113667219	113737736	GRK1
ENSG00000281988	CHR_HSCHR13_1_CTG5	113731864	113738248	GRK1
ENSG00000288263	CHR_HG1524_PATCH	113667219	113688512	GRK1
ENSG00000133937	14	94768216	94770230	GSC
ENSG00000073605	17	39904595	39919854	GSDMB
ENSG00000131149	16	85169525	85676204	GSE1
ENSG0000018936951743442	51746232	GSPT2
ENSG00000197448	7	143244093	143270854	GSTK1
ENSG00000148834	10	104235356	104267459	GSTO1
ENSG00000065621	10	104268873	104304950	GSTO2
ENSG00000272047	6	158168350	158199344	GTF2H5
ENSG00000006704	7	74453790	74602604	GTF2IRD1
ENSG00000130600	11	1995176	2001470	H19
ENSG00000288237	CHR_HG28_PATCH	1997195	2003489	H19
ENSG00000049239	1	9234775	9271337	H6PD
ENSG00000165996	10	17589032	17617374	HACD1
ENSG00000085382	6	104728094	104859919	HACE1
ENSG00000105697	19	35280716	35285143	HAMP
ENSG00000113196	5	154474972	154478227	HAND1
ENSG00000164107	4	173524969	173530229	HAND2
ENSG00000140511	15	88877288	88895626	HAPLN3
ENSG00000112855	5	140691430	140699305	HARS2
ENSG00000113249	5	157029413	157059119	HAVCR1
ENSG00000143575	1	154272589	154275875	HAX1
ENSG00000182782	12	122701293	122703357	HCAR2
ENSG00000255398	12	122714756	122716811	HCAR3
ENSG00000164588	5	45254948	45696498	HCN1
ENSG00000138622	15	73319859	73368958	HCN4
ENSG00000171720	5	141620876	141636849	HDAC3
ENSG00000068024	2	239048168	239401654	HDAC4
ENSG00000108840	17	44076746	44123702	HDAC5
ENSG0000009463148801377	48824982	HDAC6
ENSG00000061273	12	47782722	47833132	HDAC7
ENSG0000014709972329516	72573101	HDAC8
ENSG00000048052	7	18086949	19002416	HDAC9
ENSG00000165478	11	124919205	124936412	HEPACAM
ENSG00000103657	15	63608618	63833948	HERC1
ENSG00000277278	CHR_HSCHR15_1_CTG8	28320122	28322152	HERC2
ENSG00000128731	15	28111040	28322172	HERC2
ENSG00000276802	CHR_HSCHR15_4_CTG8	28110217	28435080	HERC2
ENSG00000138646	4	88457119	88506163	HERC5
ENSG00000051108	16	56932142	56944864	HERPUD1
ENSG00000144485	2	238238267	238240662	HES6
ENSG00000179111	17	8120592	8124106	HES7
ENSG00000163666	3	57197838	57227606	HESX1
ENSG00000164683	8	79764010	79767857	HEY1
ENSG00000135547	6	125747664	125761269	HEY2
ENSG00000163909	1	39623435	39639643	HEYL
ENSG00000165102	8	43140464	43202855	HGSNAT
ENSG00000054392	1	210328252	210676296	HHAT
ENSG00000280680	CHR_HG1832_PATCH	210328252	210679653	HHAT
ENSG00000164161	4	144646156	144745271	HHIP
ENSG00000198130	2	190189735	190344193	HIBCH
ENSG00000130787	12	122834453	122862961	HIP1R
ENSG00000100084	22	19330698	19447450	HIRA
ENSG00000168509	1	146017468	146036746	HJV
ENSG00000071794	3	149030127	149086554	HLTF
ENSG00000140382	15	77420412	77485607	HMG20A
ENSG00000149948	12	65824131	65966295	HMGA2
ENSG0000019815781113699	81201913	HMGN5
ENSG00000100281	22	35257452	35295807	HMGXB4
ENSG00000135100	12	120978543	121002512	HNF1A
ENSG00000275410	17	37686431	37745105	HNF1B
ENSG00000276194	CHR_HSCHR17_7_CTG4	37690967	37749771	HNF1B
ENSG00000170144	2	177212563	177223958	HNRNPA3
ENSG00000152795	4	82422564	82430408	HNRNPDL
ENSG00000241935	10	97584323	97612802	HOGA1
ENSG00000152413	5	79372636	79514134	HOMER1
ENSG00000103942	15	82836946	82986153	HOMER2
ENSG00000228630	12	53962308	53974956	HOTAIR
ENSG00000159184	17	48724763	48729178	HOXB13
ENSG00000127483	1	20740266	20787323	HP1BP3
ENSG00000163106	4	94298535	94342876	HPGDS
ENSG00000163755	3	149129638	149173732	HPS3
ENSG00000100099	22	26443423	26483837	HPS4
ENSG00000110756	11	18278668	18322198	HPS5
ENSG00000288445	CHR_HG2111_PATCH	18278668	18322198	HPS5
ENSG00000166189	10	102065349	102068036	HPS6
ENSG00000173083	4	83292461	83335153	HPSE
ENSG00000172987	10	98457077	99235862	HPSE2
ENSG00000168453	8	22114419	22133384	HR
ENSG00000134489	18	24460637	24479961	HRH4
ENSG00000136720	2	128236716	128318868	HS6ST1
ENSG00000099377	16	30985207	30989147	HSD3B7
ENSG00000166598	12	103930107	103953645	HSP90B1
ENSG00000165868	10	116671192	116850236	HSPA12A
ENSG00000169271	5	54455699	54456377	HSPB3
ENSG00000004776	19	35754566	35758079	HSPB6
ENSG00000152137	12	119178642	119221131	HSPB8
ENSG00000109854	11	20363685	20383783	HTATIP2
ENSG00000149305	11	113904677	113949078	HTR3B
ENSG00000178084	3	184053047	184060673	HTR3C
ENSG00000186090	3	184031544	184039369	HTR3D
ENSG00000186038	3	184097064	184106995	HTR3E
ENSG00000166033	10	122458551	122514907	HTRA1
ENSG00000115317	2	74529377	74533348	HTRA2
ENSG0000008675853532096	53686728	HUWE1
ENSG00000157423	16	70802084	71230722	HYDIN
ENSG00000283022	CHR_HSCHR16_4_CTG3_1	70802084	71230718	HYDIN
ENSG00000198331	11	125883614	125900648	HYLS1
ENSG00000067704	1	220094132	220148041	IARS2
ENSG00000181873	1	228165804	228182257	IBA57
ENSG00000105376	19	10289952	10296778	ICAM5
ENSG00000163600	2	203936763	203961577	ICOS
ENSG00000160223	21	44217014	44240966	ICOSLG
ENSG00000237155	CHR_HSCHR6_MHC_COX_CTG1	30733058	30734413	IER3
ENSG00000206478	CHR_HSCHR6_MHC_QBL_CTG1	30732716	30734071	IER3
ENSG00000137331	6	30743199	30744548	IER3
ENSG00000235030	CHR_HSCHR6_MHC_SSTO_CTG1	30735460	30736815	IER3
ENSG00000227231	CHR_HSCHR6_MHC_DBB_CTG1	30733457	30734812	IER3
ENSG00000230128	CHR_HSCHR6_MHC_MANN_CTG1	30787857	30789212	IER3
ENSG00000134049	18	47152834	47176364	IER3IP1
ENSG00000115267	2	162267074	162318684	IFIH1
ENSG00000142089	11	319676	327537	IFITM3
ENSG00000206013	11	298200	299526	IFITM5
ENSG00000197110	19	39243553	39245129	IFNL3
ENSG00000185436	1	24154168	24187959	IFNLR1
ENSG00000163913	3	129440036	129520507	IFT122
ENSG00000187535	16	1510427	1612072	IFT140
ENSG00000138002	2	27444377	27489789	IFT172
ENSG00000100360	22	36758202	36776256	IFT27
ENSG00000119650	14	75902136	76084585	IFT43
ENSG00000068885	3	160256986	160399880	IFT80
ENSG00000122970	12	110124335	110218793	IFT81
ENSG00000032742	13	20567069	20691437	IFT88
ENSG00000073792	3	185643739	185825056	IGF2BP2
ENSG00000263528	1	206470476	206496889	IKBKE
ENSG00000269335154541199	154565046	IKBKG
ENSG00000185811	7	50304068	50405101	IKZF1
ENSG00000030419	2	212999691	213152427	IKZF2
ENSG00000161405	17	39757718	39864312	IKZF3
ENSG00000112116	6	52236681	52244500	IL17F
ENSG00000177663	22	17084954	17115694	IL17RA
ENSG00000163702	3	9917074	9933630	IL17RC
ENSG00000144730	3	57089982	57170306	IL17RD
ENSG00000188263	22	49994513	50012659	IL17REL
ENSG00000115604	2	102311529	102398775	IL18R1
ENSG00000115607	2	102418689	102452565	IL18RAP
ENSG00000142224	1	206770764	206842981	IL19
ENSG00000115590	2	101991960	102028544	IL1R2
ENSG0000016930628587446	29956718	IL1RAPL1
ENSG00000189108104566199	105767829	IL1RAPL2
ENSG00000115602	2	102311502	102352037	IL1RL1
ENSG00000162891	1	206865354	206869223	IL20
ENSG00000138684	4	122610108	122621066	IL21
ENSG00000103522	16	27402174	27452042	IL21R
ENSG00000110944	12	56334174	56340410	IL23A
ENSG00000162594	1	67138907	67259979	IL23R
ENSG00000162892	1	206897443	206904139	IL24
ENSG00000197272	16	28499362	28512051	IL27
ENSG00000204671	12	122172029	122174221	IL31
ENSG00000164509	5	55851357	55922854	IL31RA
ENSG00000008517	16	3065297	3082192	IL32
ENSG00000137033	9	6215786	6257983	IL33
ENSG00000136695	2	113058638	113065382	IL36RN
ENSG00000184903	7	110662644	111562517	IMMP2L
ENSG00000154059	18	24426634	24453531	IMPACT
ENSG00000104331	8	56957931	56993867	IMPAD1
ENSG00000081148	3	101222546	101320575	IMPG2
ENSG00000163362	1	200891048	200915742	INAVA
ENSG00000203485	14	104689606	104722535	INF2
ENSG00000111653	12	6650301	6663142	ING4
ENSG00000109452	4	142023160	142847432	INPP4B
ENSG00000148384	9	136428619	136439845	INPP5E
ENSG00000132376	17	1494577	1516742	INPP5K
ENSG00000119509	9	100099243	100302175	INVS
ENSG00000086200	5	62403972	62628582	IPO11
ENSG00000205339	11	9384652	9448127	IPO7
ENSG00000173226	3	121769761	121835079	IQCB1
ENSG00000140575	15	90388242	90502239	IQGAP1
ENSG00000145703	5	76403285	76708132	IQGAP2
ENSG0000012431353225828	53321350	IQSEC2
ENSG00000198001	12	43758944	43789543	IRAK4
ENSG00000168264	1	234604269	234609525	IRF2BP2
ENSG00000237693	5	150846523	150900736	IRGM
ENSG00000185950	13	109752695	109786583	IRS2
ENSG00000170561	5	2745845	2751677	IRX2
ENSG00000165898	14	74493756	74497106	ISCA2
ENSG00000136003	12	108562582	108569384	ISCU
ENSG00000187608	1	1001138	1014540	ISG15
ENSG00000077943	10	15513954	15719922	ITGA8
ENSG00000179914	1	160876540	160885180	ITLN1
ENSG00000136156	13	48232612	48270357	ITM2B
ENSG00000086544	19	40717112	40740860	ITPKC
ENSG00000009765	6	150368892	150405969	IYD
ENSG00000153814	7	27830573	28180795	JAZF1
ENSG00000165757	10	30012803	30115494	JCAD
ENSG00000171988	10	63167221	63521850	JMJD1C
ENSG00000149596	20	44111695	44187578	JPH2
ENSG00000154118	16	87601835	87698156	JPH3
ENSG00000234616	8	142657460	142681968	JRK
ENSG00000160145	3	124080023	124726325	KALRN
ENSG00000107104	9	470291	746106	KANK1
ENSG00000278458	CHR_HSCHR17_2_CTG5	46041525	46237041	KANSL1
ENSG00000120071	17	46029916	46225389	KANSL1
ENSG00000275867	CHR_HSCHR17_1_CTG5	45871009	46068204	KANSL1
ENSG00000114166	3	20040446	20154404	KAT2B
ENSG00000083168	8	41929479	42051994	KAT6A
ENSG00000156650	10	74824927	75032624	KAT6B
ENSG00000281813	CHR_HG2191_PATCH	74826984	75034681	KAT6B
ENSG00000103510	16	31114489	31131393	KAT8
ENSG00000140854	16	57735739	57757244	KATNB1
ENSG00000069424	1	5990927	6101193	KCNAB2
ENSG00000159197	21	34364024	34371389	KCNE2
ENSG00000175538	11	74454841	74467729	KCNE3
ENSG00000176076109623700	109625172	KCNE5
ENSG00000173826	17	63523334	63548977	KCNH6
ENSG00000115041	2	95297327	95386077	KCNIP3
ENSG00000260458	17	21692523	21704612	KCNJ18
ENSG00000095981	6	39314698	39322968	KCNK16
ENSG00000169427	8	139600838	139704109	KCNK9
ENSG00000185760	6	72621792	73198851	KCNQ5
ENSG00000107147	9	135702185	135795508	KCNT1
ENSG00000168263	9	2717510	2730037	KCNV2
ENSG00000134504	18	26454910	26657401	KCTD1
ENSG00000178695	13	76880175	76886405	KCTD12
ENSG00000100379	22	37051736	37063390	KCTD17
ENSG00000004487	1	23019443	23083689	KDM1A
ENSG00000115548	2	86440647	86492716	KDM3A
ENSG00000107077	9	6720863	7175648	KDM4C
ENSG0000012601253191321	53225422	KDM5C
ENSG0000014705044873177	45112602	KDM6A
ENSG00000079999	19	10486125	10503558	KEAP1
ENSG00000139330	12	91050491	91057983	KERA
ENSG00000203908	6	73362658	73364171	KHDC3L
ENSG00000088247	19	6413348	6424794	KHSRP
ENSG00000235750	1	175156986	175192999	KIAA0040
ENSG00000137261	6	24544104	24646191	KIAA0319
ENSG00000047578	16	27550133	27780369	KIAA0556
ENSG00000100578	14	58427385	58551297	KIAA0586
ENSG00000122778	7	138831381	138981318	KIAA1549
ENSG00000118193	1	200551497	200620751	KIF14
ENSG00000163808	3	44761721	44873376	KIF15
ENSG00000280610	CHR_HG2066_PATCH	44761717	44873372	KIF15
ENSG00000117245	1	20664014	20718017	KIF17
ENSG00000054523	1	10210805	10381603	KIF1B
ENSG00000139116	12	39293228	39443390	KIF21A
ENSG00000116852	1	200969390	201023700	KIF21B
ENSG00000131437	5	132692628	132737638	KIF3A
ENSG0000009088970290104	70420886	KIF4A
ENSG00000164627	6	39329990	39725408	KIF6
ENSG00000166813	15	89608789	89655467	KIF7
ENSG00000149571	11	126423358	127003460	KIRREL3
ENSG00000116014	19	917287	921005	KISS1R
ENSG00000088970	20	21125983	21246622	KIZ
ENSG00000133116	13	33016423	33066143	KL
ENSG00000174996	11	66257294	66267860	KLC2
ENSG00000105610	19	12884422	12887201	KLF1
ENSG00000155090	8	102648784	102655725	KLF10
ENSG00000172059	2	10042849	10054836	KLF11
ENSG00000169926	15	31326835	31435665	KLF13
ENSG00000275746	CHR_HSCHR15_4_CTG8	31478417	31529455	KLF13
ENSG00000266265	7	130731235	130734176	KLF14
ENSG00000136826	9	107484852	107490482	KLF4
ENSG0000010234956232356	56291531	KLF8
ENSG00000146021	5	137617500	137736089	KLHL3
ENSG00000239474	2	169509702	169526258	KLHL41
ENSG00000122550	7	23105758	23177914	KLHL7
ENSG00000129451	19	51012739	51020175	KLK10
ENSG00000174562	19	50825289	50837213	KLK15
ENSG00000167749	19	50906352	50910738	KLK4
ENSG00000167754	19	50943303	50953093	KLK5
ENSG00000129455	19	50996007	51002711	KLK8
ENSG00000227268	10	87859158	87863437	KLLN
ENSG00000283059	CHR_HG2334_PATCH	87861956	87862489	KLLN
ENSG00000183542	12	10407382	10409757	KLRC4
ENSG00000213809	12	10372353	10391874	KLRK1
ENSG00000117009	1	241532134	241595642	KMO
ENSG00000272333	19	35717973	35738878	KMT2B
ENSG00000055609	7	152134922	152436005	KMT2C
ENSG00000167548	12	49018975	49059774	KMT2D
ENSG00000005483	7	105014190	105115019	KMT2E
ENSG00000137812	15	40594020	40664342	KNL1
ENSG00000128944	15	40382721	40394246	KNSTRN
ENSG00000118162	19	47475150	47484265	KPTN
ENSG00000183762	22	29073078	29168333	KREMEN1
ENSG00000263057	CHR_HSCHR17_4_CTG4	40875941	40885227	KRT20
ENSG00000171431	17	40875889	40885242	KRT20
ENSG00000204897	17	40748021	40755331	KRT25
ENSG00000170465	12	52468516	52473805	KRT6C
ENSG00000139648	12	52543909	52553145	KRT71
ENSG00000170484	12	52565782	52573843	KRT74
ENSG00000170454	12	52424070	52434371	KRT75
ENSG00000137944	1	88935773	88992953	KYAT3
ENSG00000115919	2	142877657	143055833	KYNU
ENSG00000087299	14	50237563	50312229	L2HGDH
ENSG00000179630	13	43879284	43893932	LACC1
ENSG00000101680	18	6941742	7117797	LAMA1
ENSG00000078081	3	183122215	183163839	LAMP3
ENSG00000133424	22	33162226	33922841	LARGE1
ENSG00000174720	4	112637107	112657592	LARP7
ENSG00000011376	3	45388561	45554726	LARS2
ENSG00000131023	6	149658153	149718105	LATS1
ENSG00000150457	13	20973036	21061586	LATS2
ENSG00000138136	10	101226195	101229794	LBX1
ENSG00000135338	6	79484991	79537458	LCA5
ENSG00000187238	1	152613811	152614098	LCE3B
ENSG00000244057	1	152600662	152601086	LCE3C
ENSG00000163202	1	152579381	152580516	LCE3D
ENSG00000118961	2	20684014	20823130	LDAH
ENSG00000122367	10	86668449	86736068	LDB3
ENSG00000157978	1	25543606	25568886	LDLRAP1
ENSG00000138795	4	108047545	108168956	LEF1
ENSG00000174106	12	65169583	65248355	LEMD3
ENSG00000108231	10	93757840	93806272	LGI1
ENSG00000153902	19	35124513	35142451	LGI4
ENSG00000139292	12	71439798	71586310	LGR5
ENSG00000133067	1	202193901	202319781	LGR6
ENSG00000107902	10	124461823	124617888	LHPP
ENSG00000106689	9	124001670	124033301	LHX2
ENSG00000121454	1	180230264	180278984	LHX4
ENSG00000089116	12	113462033	113472280	LHX5
ENSG00000106852	9	122202577	122229626	LHX6
ENSG00000275525	CHR_HSCHR19_4_CTG3_1	54601794	54610302	LILRA1
ENSG00000274935	CHR_HSCHR19LRC_COX1_CTG3_1	54525581	54534404	LILRA1
ENSG00000104974	19	54593582	54602381	LILRA1
ENSG00000277398	CHR_HSCHR19LRC_PGF1_CTG3_1	54524093	54532898	LILRA1
ENSG00000277134	CHR_HSCHR19_4_CTG3_1	54638682	54645767	LILRB1
ENSG00000104972	19	54617158	54637528	LILRB1
ENSG00000274669	CHR_HSCHR19LRC_COX1_CTG3_1	54548949	54569575	LILRB1
ENSG00000277807	CHR_HSCHR19LRC_PGF1_CTG3_1	54547681	54568080	LILRB1
ENSG00000276452	CHR_HSCHR19LRC_PGF2_CTG3_1	54388712	54389685	LILRB1
ENSG00000136490	17	63695888	63701172	LIMD2
ENSG00000072163	2	127638381	127681786	LIMS2
ENSG00000131914	1	26410817	26429728	LIN28A
ENSG00000187772	6	104936616	105083332	LIN28B
ENSG00000169783	15	77613027	77820900	LINGO1
ENSG00000140471	15	100559369	100603230	LINS1
ENSG00000163898	3	185506262	185552588	LIPH
ENSG00000189067	16	11547722	11636381	LITAF
ENSG00000114988	2	96705929	96740064	LMAN2L
ENSG00000105983	7	156668946	156893216	LMBR1
ENSG00000168216	6	69672757	69867236	LMBRD1
ENSG00000103227	16	853634	981318	LMF1
ENSG00000176619	19	2427638	2456959	LMNB2
ENSG00000163431	1	201896456	201946588	LMOD1
ENSG00000170807	7	123655866	123664290	LMOD2
ENSG00000163380	3	69106872	69123032	LMOD3
ENSG00000164715	7	98106862	98209638	LMTK2
ENSG00000196365	19	5691834	5720572	LONP1
ENSG00000115318	2	74532258	74555690	LOXL3
ENSG00000138131	10	98247690	98268194	LOXL4
ENSG00000139679	13	48389567	48444704	LPAR6
ENSG00000101577	18	2916994	3013315	LPIN2
ENSG00000121207	4	154626945	154753120	LRAT
ENSG00000198799	1	113073198	113132260	LRIG2
ENSG00000183423	4	109848107	109872315	LRIT3
ENSG00000157193	1	53242364	53328469	LRP8
ENSG00000138095	2	43886224	43995989	LRPPRC
ENSG00000179796	3	26622806	26717537	LRRC3B
ENSG00000129295	8	132570416	132675592	LRRC6
